---- Page: "Statistics [Analog]"
---- Chart: electr_3_1_3.ewb
Parameter	Value
Initial TStep	125.00000n
Initial TMax	250.00000n
Nominal temperature	27.00000
Operating temperature	27.00000
Total iterations	9.96700K
Transient iterations	9.95000K
Circuit Equations	21.00000
Transient timepoints	3.64000K
Accepted timepoints	3.39900K
Rejected timepoints	241.00000
Total Analysis Time	203.00000m
Transient time	202.00000m
matrix reordering time	0.00000
L-U decomposition time	6.00000m
Matrix solve time	8.00000m
transient L-U decomp time	6.00000m
Transient solve time	8.00000m
Transient iters per point	0.00000
Load time	17.00000m
---- End Chart: electr_3_1_3.ewb
---- End Page: "Statistics [Analog]"

---- Page: "Oscilloscope"
---- Graph: "electr_3_1_3.ewb"
---- Left Axis: LINEAR "Voltage"
4.411135771428e-005	1.500000000000e+000
4.411665631106e-005	1.500000000000e+000
4.412243169752e-005	1.500000000000e+000
4.413025981025e-005	1.500000000000e+000
4.413865368723e-005	1.500000000000e+000
4.415351571528e-005	1.500000000000e+000
4.416891099463e-005	1.500000000000e+000
4.419970155335e-005	1.500000000000e+000
4.422858206976e-005	1.500000000000e+000
4.428634310259e-005	1.500000000000e+000
4.438925512343e-005	1.500000000000e+000
4.455565567640e-005	1.500000000000e+000
4.460227829205e-005	1.499999995788e+000
4.460227839205e-005	1.200000001052e+000
4.460227859205e-005	6.000000115814e-001
4.460227899205e-005	-5.999999876894e-001
4.460227929205e-005	-1.499999992225e+000
4.460227937205e-005	-1.500000000000e+000
4.460227953205e-005	-1.500000000000e+000
4.460227985205e-005	-1.500000000000e+000
4.460228049205e-005	-1.500000000000e+000
4.460228177205e-005	-1.500000000000e+000
4.460228433205e-005	-1.500000000000e+000
4.460228945205e-005	-1.500000000000e+000
4.460229969205e-005	-1.500000000000e+000
4.460232017205e-005	-1.500000000000e+000
4.460236113204e-005	-1.500000000000e+000
4.460244305204e-005	-1.500000000000e+000
4.460260689204e-005	-1.500000000000e+000
4.460293457204e-005	-1.500000000000e+000
4.460358993204e-005	-1.500000000000e+000
4.460458282178e-005	-1.500000000000e+000
4.460595237191e-005	-1.500000000000e+000
4.460814026136e-005	-1.500000000000e+000
4.461013423195e-005	-1.500000000000e+000
4.461160260567e-005	-1.500000000000e+000
4.461306318960e-005	-1.500000000000e+000
4.461438407750e-005	-1.500000000000e+000
4.461602955026e-005	-1.500000000000e+000
4.461788954105e-005	-1.500000000000e+000
4.462160952263e-005	-1.500000000000e+000
4.462677279825e-005	-1.500000000000e+000
4.463709934949e-005	-1.500000000000e+000
4.465608795622e-005	-1.500000000000e+000
4.469014736195e-005	-1.500000000000e+000
4.475786942753e-005	-1.500000000000e+000
4.488172188112e-005	-1.500000000000e+000
4.510227729205e-005	-1.500000000000e+000
4.510227739205e-005	-1.200000025593e+000
4.510227759205e-005	-6.000000157935e-001
4.510227799205e-005	5.999999834773e-001
4.510227829205e-005	1.499999988013e+000
4.510227837205e-005	1.500000000000e+000
4.510227853205e-005	1.500000000000e+000
4.510227885205e-005	1.500000000000e+000
4.510227949205e-005	1.500000000000e+000
4.510228077205e-005	1.500000000000e+000
4.510228333205e-005	1.500000000000e+000
4.510228845205e-005	1.500000000000e+000
4.510229869205e-005	1.500000000000e+000
4.510231917205e-005	1.500000000000e+000
4.510236013205e-005	1.500000000000e+000
4.510244205205e-005	1.500000000000e+000
4.510260589205e-005	1.500000000000e+000
4.510293357205e-005	1.500000000000e+000
4.510327277983e-005	1.500000000000e+000
4.510374848647e-005	1.500000000000e+000
4.510460289705e-005	1.500000000000e+000
4.510631171820e-005	1.500000000000e+000
4.510854751356e-005	1.500000000000e+000
4.511135771428e-005	1.500000000000e+000
4.511665631106e-005	1.500000000000e+000
4.512243169752e-005	1.500000000000e+000
4.513025981025e-005	1.500000000000e+000
4.513865368723e-005	1.500000000000e+000
4.515351571528e-005	1.500000000000e+000
4.516891099463e-005	1.500000000000e+000
4.518633525593e-005	1.500000000000e+000
4.521521577234e-005	1.500000000000e+000
4.527297680517e-005	1.500000000000e+000
4.537588882599e-005	1.500000000000e+000
4.554228937895e-005	1.500000000000e+000
4.558891199463e-005	1.499999995788e+000
4.558891209463e-005	1.200000001052e+000
4.558891229463e-005	6.000000115814e-001
4.558891269463e-005	-5.999999876894e-001
4.558891299463e-005	-1.499999992225e+000
4.558891307463e-005	-1.500000000000e+000
4.558891323463e-005	-1.500000000000e+000
4.558891355463e-005	-1.500000000000e+000
4.558891419463e-005	-1.500000000000e+000
4.558891547463e-005	-1.500000000000e+000
4.558891803463e-005	-1.500000000000e+000
4.558892315463e-005	-1.500000000000e+000
4.558893339463e-005	-1.500000000000e+000
4.558895387463e-005	-1.500000000000e+000
4.558899483463e-005	-1.500000000000e+000
4.558907675463e-005	-1.500000000000e+000
4.558924059463e-005	-1.500000000000e+000
4.558956827463e-005	-1.500000000000e+000
4.559022363463e-005	-1.500000000000e+000
4.559121652437e-005	-1.500000000000e+000
4.559258607450e-005	-1.500000000000e+000
4.559477396394e-005	-1.500000000000e+000
4.559676793454e-005	-1.500000000000e+000
4.559823630826e-005	-1.500000000000e+000
4.559969689218e-005	-1.500000000000e+000
4.560101778008e-005	-1.500000000000e+000
4.560266325285e-005	-1.500000000000e+000
4.560452324364e-005	-1.500000000000e+000
4.560824322522e-005	-1.500000000000e+000
4.561340650084e-005	-1.500000000000e+000
4.562373305208e-005	-1.500000000000e+000
4.564272165881e-005	-1.500000000000e+000
4.567678106453e-005	-1.500000000000e+000
4.574450313012e-005	-1.500000000000e+000
4.586835558371e-005	-1.500000000000e+000
4.608891099463e-005	-1.500000000000e+000
4.608891109463e-005	-1.200000005265e+000
4.608891129463e-005	-5.999999954647e-001
4.608891169463e-005	6.000000038061e-001
4.608891199463e-005	1.500000000000e+000
4.608891207463e-005	1.500000000000e+000
4.608891223463e-005	1.500000000000e+000
4.608891255463e-005	1.500000000000e+000
4.608891319463e-005	1.500000000000e+000
4.608891447463e-005	1.500000000000e+000
4.608891703463e-005	1.500000000000e+000
4.608892215463e-005	1.500000000000e+000
4.608893239463e-005	1.500000000000e+000
4.608895287463e-005	1.500000000000e+000
4.608899383463e-005	1.500000000000e+000
4.608907575463e-005	1.500000000000e+000
4.608923959463e-005	1.500000000000e+000
4.608956727463e-005	1.500000000000e+000
4.608990648242e-005	1.500000000000e+000
4.609038218906e-005	1.500000000000e+000
4.609123659963e-005	1.500000000000e+000
4.609294542078e-005	1.500000000000e+000
4.609518121615e-005	1.500000000000e+000
4.609799141687e-005	1.500000000000e+000
4.610329001365e-005	1.500000000000e+000
4.610906540011e-005	1.500000000000e+000
4.611689351284e-005	1.500000000000e+000
4.612528738982e-005	1.500000000000e+000
4.614014941786e-005	1.500000000000e+000
4.615554469722e-005	1.500000000000e+000
4.618633525593e-005	1.500000000000e+000
4.621521577235e-005	1.500000000000e+000
4.627297680517e-005	1.500000000000e+000
4.637588882601e-005	1.500000000000e+000
4.654228937898e-005	1.500000000000e+000
4.658891199463e-005	1.499999995788e+000
4.658891209463e-005	1.200000001052e+000
4.658891229463e-005	6.000000115814e-001
4.658891269463e-005	-5.999999876894e-001
4.658891299463e-005	-1.499999992225e+000
4.658891307463e-005	-1.500000000000e+000
4.658891323463e-005	-1.500000000000e+000
4.658891355463e-005	-1.500000000000e+000
4.658891419463e-005	-1.500000000000e+000
4.658891547463e-005	-1.500000000000e+000
4.658891803463e-005	-1.500000000000e+000
4.658892315463e-005	-1.500000000000e+000
4.658893339463e-005	-1.500000000000e+000
4.658895387463e-005	-1.500000000000e+000
4.658899483463e-005	-1.500000000000e+000
4.658907675463e-005	-1.500000000000e+000
4.658924059463e-005	-1.500000000000e+000
4.658956827463e-005	-1.500000000000e+000
4.659022363463e-005	-1.500000000000e+000
4.659121652437e-005	-1.500000000000e+000
4.659258607450e-005	-1.500000000000e+000
4.659477396394e-005	-1.500000000000e+000
4.659676793454e-005	-1.500000000000e+000
4.659823630826e-005	-1.500000000000e+000
4.659969689218e-005	-1.500000000000e+000
4.660101778008e-005	-1.500000000000e+000
4.660266325285e-005	-1.500000000000e+000
4.660452324364e-005	-1.500000000000e+000
4.660824322522e-005	-1.500000000000e+000
4.661340650084e-005	-1.500000000000e+000
4.662373305208e-005	-1.500000000000e+000
4.664272165881e-005	-1.500000000000e+000
4.667678106453e-005	-1.500000000000e+000
4.674450313011e-005	-1.500000000000e+000
4.686835558371e-005	-1.500000000000e+000
4.708891099463e-005	-1.500000000000e+000
4.708891109463e-005	-1.200000025593e+000
4.708891129463e-005	-6.000000157935e-001
4.708891169463e-005	6.000000038061e-001
4.708891199463e-005	1.500000000000e+000
4.708891207463e-005	1.500000000000e+000
4.708891223463e-005	1.500000000000e+000
4.708891255463e-005	1.500000000000e+000
4.708891319463e-005	1.500000000000e+000
4.708891447463e-005	1.500000000000e+000
4.708891703463e-005	1.500000000000e+000
4.708892215463e-005	1.500000000000e+000
4.708893239463e-005	1.500000000000e+000
4.708895287463e-005	1.500000000000e+000
4.708899383463e-005	1.500000000000e+000
4.708907575463e-005	1.500000000000e+000
4.708923959463e-005	1.500000000000e+000
4.708956727464e-005	1.500000000000e+000
4.708990648242e-005	1.500000000000e+000
4.709038218907e-005	1.500000000000e+000
4.709123659965e-005	1.500000000000e+000
4.709294542081e-005	1.500000000000e+000
4.709518121619e-005	1.500000000000e+000
4.709799141694e-005	1.500000000000e+000
4.710329001374e-005	1.500000000000e+000
4.710906540020e-005	1.500000000000e+000
4.711689351304e-005	1.500000000000e+000
4.712528739010e-005	1.500000000000e+000
4.714014941831e-005	1.500000000000e+000
4.715554469784e-005	1.500000000000e+000
4.718633525688e-005	1.500000000000e+000
4.721521577379e-005	1.500000000000e+000
4.727297680760e-005	1.500000000000e+000
4.737588883194e-005	1.500000000000e+000
4.754228939058e-005	1.500000000000e+000
---- End Trace: 1 "A trace"

---- Trace: 2 LEFT BOTTOM "B trace"
0.000000000000e+000	9.999999992846e+000
1.000000000000e-014	1.000000044866e+001
2.000000000000e-014	1.000000136034e+001
4.000000000000e-014	1.000000409519e+001
8.000000000000e-014	1.000001503351e+001
1.600000000000e-013	1.000005877625e+001
3.200000000000e-013	1.000023365969e+001
6.400000000000e-013	1.000093245431e+001
1.000000000000e-012	1.000227351607e+001
1.064000000000e-012	1.000256389980e+001
1.192000000000e-012	1.000314432753e+001
1.448000000000e-012	1.000430329505e+001
1.960000000000e-012	1.000661370031e+001
2.984000000000e-012	1.001120454168e+001
5.032000000000e-012	1.002026753653e+001
9.128000000000e-012	1.003792811194e+001
1.732000000000e-011	1.007145964132e+001
3.370400000000e-011	1.013190076797e+001
6.647200000000e-011	1.023003224477e+001
1.320080000000e-010	1.035829472976e+001
2.630800000000e-010	1.045548901253e+001
5.252240000000e-010	1.041459646917e+001
8.753904176570e-010	1.028003231285e+001
1.276261848242e-009	1.017303307826e+001
1.948741207989e-009	1.007580353464e+001
3.293699927481e-009	9.152974417604e+000
5.254764094044e-009	7.083931698812e+000
7.831324261060e-009	4.565042475738e+000
1.194740651392e-008	9.573892418726e-001
1.828166844761e-008	2.191634328650e-001
2.541270906360e-008	2.042024343207e-001
3.271406936408e-008	2.002592702085e-001
4.586514400067e-008	1.964393602235e-001
5.930621167682e-008	1.960128841281e-001
8.618834702913e-008	1.951136414231e-001
1.111719098991e-007	1.955206613110e-001
1.611390356392e-007	1.951611177077e-001
2.364910978258e-007	1.955581311116e-001
3.739403580138e-007	1.951672685352e-001
5.000010000000e-007	1.955499318509e-001
5.000011000000e-007	1.955497257815e-001
5.000013000000e-007	1.955489965634e-001
5.000017000000e-007	1.955456367256e-001
5.000020000000e-007	1.955414539583e-001
5.000020800000e-007	1.955401488392e-001
5.000022400000e-007	1.955375390766e-001
5.000025600000e-007	1.955323227927e-001
5.000032000000e-007	1.955219031857e-001
5.000044800000e-007	1.955011157450e-001
5.000070400000e-007	1.954597473932e-001
5.000121600000e-007	1.953778323290e-001
5.000224000000e-007	1.952172533292e-001
5.000428800000e-007	1.949088226664e-001
5.000838400000e-007	1.943407479334e-001
5.001657600000e-007	1.933841256589e-001
5.003296000000e-007	1.920820202702e-001
5.006572799999e-007	1.912748216835e-001
5.013126399999e-007	1.936458238783e-001
5.023039332263e-007	2.028163228202e-001
5.036720308553e-007	2.390997533919e-001
5.058566735750e-007	5.630890752251e+000
5.078517181382e-007	9.472885000715e+000
5.093233803524e-007	9.959283755807e+000
5.107873554709e-007	9.886503736969e+000
5.121126244180e-007	1.004186480218e+001
5.137558771373e-007	9.967146502906e+000
5.156175756052e-007	1.002264247336e+001
5.193409725408e-007	9.980993489146e+000
5.244936945259e-007	1.001672015510e+001
5.347991384961e-007	9.984293868156e+000
5.536984253256e-007	1.001516978597e+001
5.875601048425e-007	9.985117110924e+000
6.547856364024e-007	1.001473842333e+001
7.775169994326e-007	9.985339035702e+000
1.000000000000e-006	1.001461784088e+001
1.000000100000e-006	1.001465437954e+001
1.000000300000e-006	1.001481837992e+001
1.000000700000e-006	1.001569105322e+001
1.000001000000e-006	1.001682099618e+001
1.000001080000e-006	1.001717629166e+001
1.000001240000e-006	1.001788636141e+001
1.000001560000e-006	1.001930360548e+001
1.000002200000e-006	1.002212655135e+001
1.000003480000e-006	1.002772656103e+001
1.000006040000e-006	1.003874532156e+001
1.000011160000e-006	1.006007555365e+001
1.000021400000e-006	1.010004256853e+001
1.000041880000e-006	1.017019650610e+001
1.000082840000e-006	1.027808723564e+001
1.000164760000e-006	1.040276916120e+001
1.000328600000e-006	1.046328754076e+001
1.000656280000e-006	1.036450583708e+001
1.000995505698e-006	1.024257517384e+001
1.001471237163e-006	1.013689189205e+001
1.002325693273e-006	9.946581460150e+000
1.004034605493e-006	8.421040958260e+000
1.006270530878e-006	6.032105387554e+000
1.009080893121e-006	3.373882566592e+000
1.014379648108e-006	2.509239205166e-001
1.020155012135e-006	2.136182122013e-001
1.027983990474e-006	2.022433230290e-001
1.036378400857e-006	1.989009095420e-001
1.051241617501e-006	1.959094688852e-001
1.066638097795e-006	1.957554958808e-001
1.097431058383e-006	1.951491114749e-001
1.126315085497e-006	1.955224328384e-001
1.184083139725e-006	1.951839721430e-001
1.287020351960e-006	1.955339268764e-001
1.453461804164e-006	1.951876066322e-001
1.500001000000e-006	1.955207768729e-001
1.500001100000e-006	1.955205780277e-001
1.500001300000e-006	1.955198629841e-001
1.500001700000e-006	1.955165298531e-001
1.500002000000e-006	1.955123656817e-001
1.500002080000e-006	1.955110653569e-001
1.500002240000e-006	1.955084651822e-001
1.500002560000e-006	1.955032680659e-001
1.500003200000e-006	1.954928867632e-001
1.500004480000e-006	1.954721758064e-001
1.500007040000e-006	1.954309599253e-001
1.500012160000e-006	1.953493478255e-001
1.500022400000e-006	1.951893669330e-001
1.500042880000e-006	1.948821018647e-001
1.500083840000e-006	1.943162408501e-001
1.500165760000e-006	1.933636118221e-001
1.500329600000e-006	1.920679917232e-001
1.500657280000e-006	1.912691988158e-001
1.501312640000e-006	1.936474456297e-001
1.502305532882e-006	2.028411982077e-001
1.503675085871e-006	2.393304933704e-001
1.505862981978e-006	5.652322827683e+000
1.507856950630e-006	9.473520400881e+000
1.509325318090e-006	9.958785877351e+000
1.510785895545e-006	9.886895075255e+000
1.512106774799e-006	1.004136770138e+001
1.513752251875e-006	9.967401157759e+000
1.515612239743e-006	1.002245398369e+001
1.519332215477e-006	9.981154573034e+000
1.524495513787e-006	1.001658297517e+001
1.534822110405e-006	9.984420796226e+000
1.553810904232e-006	1.001504967956e+001
1.587870720507e-006	9.985233317013e+000
1.655593815102e-006	1.001462439751e+001
1.779448584265e-006	9.985451769523e+000
2.000000000000e-006	1.001450507080e+001
2.000000100000e-006	1.001454167901e+001
2.000000300000e-006	1.001470581939e+001
2.000000700000e-006	1.001557877807e+001
2.000001000000e-006	1.001670893972e+001
2.000001080000e-006	1.001706429401e+001
2.000001240000e-006	1.001777448133e+001
2.000001560000e-006	1.001919196010e+001
2.000002200000e-006	1.002201537379e+001
2.000003480000e-006	1.002761631268e+001
2.000006040000e-006	1.003863690627e+001
2.000011160000e-006	1.005997070561e+001
2.000021400000e-006	1.009994447870e+001
2.000041880000e-006	1.017011056725e+001
2.000082840000e-006	1.027802106996e+001
2.000164760000e-006	1.040272969604e+001
2.000328600000e-006	1.046327377980e+001
2.000656280000e-006	1.036450517800e+001
2.000995487748e-006	1.024258068287e+001
2.001471194338e-006	1.013689895925e+001
2.002325604818e-006	9.946632843766e+000
2.004034425779e-006	8.421238727691e+000
2.006270220875e-006	6.032449725738e+000
2.009080421262e-006	3.374324548196e+000
2.014379017713e-006	2.509350327975e-001
2.020154404217e-006	2.136196146807e-001
2.027982515146e-006	2.022442083519e-001
2.036376391020e-006	1.989015659872e-001
2.051238416596e-006	1.959096363576e-001
2.066633693459e-006	1.957556453488e-001
2.097424247184e-006	1.951490605073e-001
2.126304756307e-006	1.955224769575e-001
2.184065774554e-006	1.951839247760e-001
2.286977743091e-006	1.955339783165e-001
2.453378211174e-006	1.951875612347e-001
2.500001000000e-006	1.955208365347e-001
2.500001100000e-006	1.955206376754e-001
2.500001300000e-006	1.955199226039e-001
2.500001700000e-006	1.955165894204e-001
2.500002000000e-006	1.955124252124e-001
2.500002080000e-006	1.955111248783e-001
2.500002240000e-006	1.955085246847e-001
2.500002560000e-006	1.955033275306e-001
2.500003200000e-006	1.954929461526e-001
2.500004480000e-006	1.954722350453e-001
2.500007040000e-006	1.954310188644e-001
2.500012160000e-006	1.953494061689e-001
2.500022400000e-006	1.951894241003e-001
2.500042880000e-006	1.948821567408e-001
2.500083840000e-006	1.943162913767e-001
2.500165760000e-006	1.933636545112e-001
2.500329600000e-006	1.920680217137e-001
2.500657280000e-006	1.912692124563e-001
2.501312640000e-006	1.936474456318e-001
2.502305529734e-006	2.028411544531e-001
2.503675079860e-006	2.393300650754e-001
2.505862969302e-006	5.652281176161e+000
2.507856939904e-006	9.473518997884e+000
2.509325313636e-006	9.958786907009e+000
2.510785897572e-006	9.886894236439e+000
2.512106785486e-006	1.004136870242e+001
2.513752258240e-006	9.967400637713e+000
2.515612249044e-006	1.002245436559e+001
2.519332230650e-006	9.981154247603e+000
2.524495506275e-006	1.001658325186e+001
2.534822057525e-006	9.984420540413e+000
2.553810664208e-006	1.001504992150e+001
2.587870069757e-006	9.985233082979e+000
2.655592134832e-006	1.001462462713e+001
2.779444587115e-006	9.985451542517e+000
2.899444587115e-006	1.001450529791e+001
2.899444687115e-006	1.001454190598e+001
2.899444887115e-006	1.001470604607e+001
2.899445287115e-006	1.001557900418e+001
2.899445587115e-006	1.001670916539e+001
2.899445667115e-006	1.001706451957e+001
2.899445827115e-006	1.001777470664e+001
2.899446147115e-006	1.001919218495e+001
2.899446787115e-006	1.002201559769e+001
2.899448067115e-006	1.002761653471e+001
2.899450627115e-006	1.003863712461e+001
2.899455747115e-006	1.005997091677e+001
2.899465987115e-006	1.009994467624e+001
2.899486467115e-006	1.017011074032e+001
2.899527427115e-006	1.027802120321e+001
2.899609347114e-006	1.040272977552e+001
2.899773187114e-006	1.046327380751e+001
2.900100867114e-006	1.036450517932e+001
2.900440074898e-006	1.024258067177e+001
2.900915781539e-006	1.013689894502e+001
2.901770192111e-006	9.946632740288e+000
2.903479013255e-006	8.421238329409e+000
2.905714808614e-006	6.032449032323e+000
2.908525009327e-006	3.374323658199e+000
2.913823606097e-006	2.509350104204e-001
2.919598992557e-006	2.136196118562e-001
2.927427105232e-006	2.022442065693e-001
2.935820982182e-006	1.989015646654e-001
2.950683010156e-006	1.959096360203e-001
2.966078289442e-006	1.957556450478e-001
2.996868848013e-006	1.951490606099e-001
3.025749364219e-006	1.955224768688e-001
3.083510396629e-006	1.951839248713e-001
3.186422415974e-006	1.955339782130e-001
3.352822966535e-006	1.951875613261e-001
3.399445587115e-006	1.955208364147e-001
3.399445687115e-006	1.955206375554e-001
3.399445887115e-006	1.955199224840e-001
3.399446287115e-006	1.955165893006e-001
3.399446587115e-006	1.955124250927e-001
3.399446667115e-006	1.955111247585e-001
3.399446827115e-006	1.955085245649e-001
3.399447147115e-006	1.955033274110e-001
3.399447787115e-006	1.954929460331e-001
3.399449067115e-006	1.954722349262e-001
3.399451627115e-006	1.954310187458e-001
3.399456747115e-006	1.953494060515e-001
3.399466987115e-006	1.951894239853e-001
3.399487467115e-006	1.948821566304e-001
3.399528427115e-006	1.943162912751e-001
3.399610347114e-006	1.933636544253e-001
3.399774187114e-006	1.920680216534e-001
3.400101867114e-006	1.912692124289e-001
3.400757227114e-006	1.936474456319e-001
3.401750116855e-006	2.028411545411e-001
3.403119666986e-006	2.393300659373e-001
3.405307556442e-006	5.652281259962e+000
3.407301527040e-006	9.473519000703e+000
3.408769900759e-006	9.958786904936e+000
3.410230484682e-006	9.886894238127e+000
3.411551372579e-006	1.004136870041e+001
3.413196845342e-006	9.967400638754e+000
3.415056836139e-006	1.002245436482e+001
3.418776817734e-006	9.981154248259e+000
3.423940093405e-006	1.001658325131e+001
3.434266644746e-006	9.984420540927e+000
3.453255251804e-006	1.001504992101e+001
3.487314658177e-006	9.985233083450e+000
3.555036725320e-006	1.001462462667e+001
3.678889182255e-006	9.985451542975e+000
3.899444587115e-006	1.001450529745e+001
3.899444687115e-006	1.001454190552e+001
3.899444887115e-006	1.001470604562e+001
3.899445287115e-006	1.001557900372e+001
3.899445587115e-006	1.001670916494e+001
3.899445667115e-006	1.001706451912e+001
3.899445827115e-006	1.001777470619e+001
3.899446147115e-006	1.001919218449e+001
3.899446787115e-006	1.002201559724e+001
3.899448067115e-006	1.002761653426e+001
3.899450627115e-006	1.003863712418e+001
3.899455747115e-006	1.005997091636e+001
3.899465987115e-006	1.009994467588e+001
3.899486467115e-006	1.017011074003e+001
3.899527427115e-006	1.027802120302e+001
3.899609347115e-006	1.040272977542e+001
3.899773187115e-006	1.046327380744e+001
3.900100867115e-006	1.036450517921e+001
3.900440074899e-006	1.024258067172e+001
3.900915781539e-006	1.013689894499e+001
3.901770192111e-006	9.946632740060e+000
3.903479013256e-006	8.421238328578e+000
3.905714808615e-006	6.032449030790e+000
3.908525009329e-006	3.374323656247e+000
3.913823606100e-006	2.509350103702e-001
3.919598992559e-006	2.136196118497e-001
3.927427105239e-006	2.022442065653e-001
3.935820982191e-006	1.989015646624e-001
3.950683010170e-006	1.959096360195e-001
3.966078289462e-006	1.957556450472e-001
3.996868848044e-006	1.951490606101e-001
4.025749364266e-006	1.955224768686e-001
4.083510396708e-006	1.951839248715e-001
4.186422416168e-006	1.955339782128e-001
4.352822966914e-006	1.951875613263e-001
4.399445587115e-006	1.955208364090e-001
4.399445687115e-006	1.955206375497e-001
4.399445887115e-006	1.955199224783e-001
4.399446287115e-006	1.955165892949e-001
4.399446587115e-006	1.955124250870e-001
4.399446667115e-006	1.955111247528e-001
4.399446827115e-006	1.955085245593e-001
4.399447147115e-006	1.955033274054e-001
4.399447787115e-006	1.954929460275e-001
4.399449067115e-006	1.954722349205e-001
4.399451627115e-006	1.954310187401e-001
4.399456747115e-006	1.953494060458e-001
4.399466987115e-006	1.951894239795e-001
4.399487467115e-006	1.948821566244e-001
4.399528427115e-006	1.943162912689e-001
4.399610347115e-006	1.933636544187e-001
4.399774187115e-006	1.920680216465e-001
4.400101867115e-006	1.912692124222e-001
4.400757227115e-006	1.936474456268e-001
4.401750116856e-006	2.028411545339e-001
4.403119666987e-006	2.393300659285e-001
4.405307556444e-006	5.652281262588e+000
4.407301527042e-006	9.473519001104e+000
4.408769900761e-006	9.958786904745e+000
4.410230484684e-006	9.886894238331e+000
4.411551372580e-006	1.004136870028e+001
4.413196845343e-006	9.967400638837e+000
4.415056836141e-006	1.002245436476e+001
4.418776817737e-006	9.981154248305e+000
4.423940093413e-006	1.001658325126e+001
4.434266644766e-006	9.984420540966e+000
4.453255251861e-006	1.001504992099e+001
4.487314658310e-006	9.985233083483e+000
4.555036725636e-006	1.001462462664e+001
4.678889182967e-006	9.985451543008e+000
4.899444587115e-006	1.001450529742e+001
4.899444687115e-006	1.001454190549e+001
4.899444887115e-006	1.001470604559e+001
4.899445287115e-006	1.001557900369e+001
4.899445587115e-006	1.001670916490e+001
4.899445667115e-006	1.001706451908e+001
4.899445827115e-006	1.001777470616e+001
4.899446147115e-006	1.001919218446e+001
4.899446787115e-006	1.002201559721e+001
4.899448067115e-006	1.002761653423e+001
4.899450627115e-006	1.003863712415e+001
4.899455747115e-006	1.005997091633e+001
4.899465987115e-006	1.009994467585e+001
4.899486467115e-006	1.017011074000e+001
4.899527427115e-006	1.027802120300e+001
4.899609347115e-006	1.040272977541e+001
4.899773187115e-006	1.046327380744e+001
4.900100867115e-006	1.036450517921e+001
4.900440074899e-006	1.024258067172e+001
4.900915781539e-006	1.013689894499e+001
4.901770192111e-006	9.946632740063e+000
4.903479013256e-006	8.421238328598e+000
4.905714808615e-006	6.032449030818e+000
4.908525009329e-006	3.374323656270e+000
4.913823606100e-006	2.509350103711e-001
4.919598992559e-006	2.136196118498e-001
4.927427105239e-006	2.022442065653e-001
4.935820982191e-006	1.989015646624e-001
4.950683010170e-006	1.959096360195e-001
4.966078289462e-006	1.957556450472e-001
4.996868848044e-006	1.951490606101e-001
5.025749364265e-006	1.955224768686e-001
5.083510396707e-006	1.951839248715e-001
5.186422416165e-006	1.955339782128e-001
5.352822966908e-006	1.951875613263e-001
5.399445587115e-006	1.955208364090e-001
5.399445687115e-006	1.955206375497e-001
5.399445887115e-006	1.955199224784e-001
5.399446287115e-006	1.955165892949e-001
5.399446587115e-006	1.955124250870e-001
5.399446667115e-006	1.955111247528e-001
5.399446827115e-006	1.955085245593e-001
5.399447147115e-006	1.955033274054e-001
5.399447787115e-006	1.954929460275e-001
5.399449067115e-006	1.954722349205e-001
5.399451627115e-006	1.954310187401e-001
5.399456747115e-006	1.953494060458e-001
5.399466987115e-006	1.951894239795e-001
5.399487467115e-006	1.948821566244e-001
5.399528427115e-006	1.943162912689e-001
5.399610347115e-006	1.933636544187e-001
5.399774187115e-006	1.920680216464e-001
5.400101867115e-006	1.912692124222e-001
5.400757227115e-006	1.936474456268e-001
5.401750116856e-006	2.028411545339e-001
5.403119666987e-006	2.393300659284e-001
5.405307556444e-006	5.652281262582e+000
5.407301527042e-006	9.473519001099e+000
5.408769900761e-006	9.958786904747e+000
5.410230484684e-006	9.886894238335e+000
5.411551372580e-006	1.004136870027e+001
5.413196845343e-006	9.967400638838e+000
5.415056836141e-006	1.002245436476e+001
5.418776817737e-006	9.981154248302e+000
5.423940093413e-006	1.001658325127e+001
5.434266644766e-006	9.984420540968e+000
5.453255251861e-006	1.001504992099e+001
5.487314658309e-006	9.985233083483e+000
5.555036725631e-006	1.001462462663e+001
5.574481321470e-006	9.985451543007e+000
5.795036725631e-006	1.001450529742e+001
5.795036825631e-006	1.001454190549e+001
5.795037025631e-006	1.001470604558e+001
5.795037425631e-006	1.001557900369e+001
5.795037725631e-006	1.001670916491e+001
5.795037805631e-006	1.001706451908e+001
5.795037965631e-006	1.001777470616e+001
5.795038285631e-006	1.001919218446e+001
5.795038925631e-006	1.002201559721e+001
5.795040205631e-006	1.002761653424e+001
5.795042765631e-006	1.003863712417e+001
5.795047885631e-006	1.005997091637e+001
5.795058125631e-006	1.009994467592e+001
5.795078605631e-006	1.017011074011e+001
5.795119565631e-006	1.027802120315e+001
5.795201485631e-006	1.040272977555e+001
5.795365325632e-006	1.046327380743e+001
5.795693005632e-006	1.036450517899e+001
5.796032213416e-006	1.024258067158e+001
5.796507920057e-006	1.013689894486e+001
5.797362330630e-006	9.946632739188e+000
5.799071151775e-006	8.421238325306e+000
5.801306947137e-006	6.032449024937e+000
5.804117147853e-006	3.374323648735e+000
5.809415744627e-006	2.509350101794e-001
5.815191131087e-006	2.136196118251e-001
5.823019243781e-006	2.022442065498e-001
